A;N-Z;N;Z;Element;O;ME [keV];Error ME [keV];BINDING ENERGY/A [keV];Error BINDING ENERGY/A [keV];ATOMIC MASS [µu];Error ATOMIC MASS [µu];Extrapolated?
37;-1;18;19;K;  -p;-24800.20100;0.09400;8339.84800;0.00250;36973375.89000;0.10000;False
37;-3;17;20;Ca;   x;-13136.07000;0.63400;8003.45670;0.01710;36985897.84900;0.68000;False
37;-5;16;21;Sc;   x;3780.00000;300.00000;7525.00000;8.00000;37004058.00000;322.00000;True
37;-7;15;22;Ti;   x;25170.00000;400.00000;6926.00000;11.00000;37027021.00000;429.00000;True
38;16;27;11;Na;  -n;61905.00000;715.00000;6216.00000;19.00000;38066458.00000;768.00000;True
38;14;26;12;Mg;   x;34074.00000;503.00000;6928.00000;13.00000;38036580.00000;540.00000;True
38;12;25;13;Al;   x;16470.00000;150.00000;7370.00000;4.00000;38017681.00000;161.00000;True
38;10;24;14;Si;   x;-4170.29900;104.79300;7892.82970;2.75770;37995523.00000;112.50000;False
38;8;23;15;P;   x;-14621.56500;72.58100;8147.27490;1.91000;37984303.10500;77.91800;False
38;6;22;16;S;   +;-26861.21600;7.17200;8448.78290;0.18870;37971163.30000;7.69900;False
38;4;21;17;Cl;  -n;-29798.11600;0.09800;8505.48170;0.00260;37968010.40800;0.10500;False
38;2;20;18;Ar;    ;-34714.82700;0.19500;8614.28070;0.00510;37962732.10200;0.20900;False
38;0;19;19;K;    ;-28800.76000;0.19500;8438.05930;0.00510;37969081.11400;0.20900;False
38;-2;18;20;Ca;    ;-22058.50300;0.19400;8240.04340;0.00510;37976319.22300;0.20800;False
38;-4;17;21;Sc;   x;-4249.00000;200.00000;7751.00000;5.00000;37995438.00000;215.00000;True
38;-6;16;22;Ti;   x;11370.00000;300.00000;7319.00000;8.00000;38012206.00000;322.00000;True
39;17;28;11;Na;  -n;69977.00000;743.00000;6056.00000;19.00000;39075123.00000;797.00000;True
39;15;27;12;Mg;  -n;42775.00000;513.00000;6734.00000;13.00000;39045921.00000;551.00000;True
39;13;26;13;Al;   x;21490.00000;300.00000;7260.00000;8.00000;39023070.00000;322.00000;True
39;11;25;14;Si;   x;2320.35200;135.53200;7730.97930;3.47520;39002491.00000;145.50000;False
39;9;24;15;P;   x;-12774.63600;112.64500;8097.97010;2.88830;38986285.86500;120.92900;False
39;7;23;16;S;2p-n;-23162.67200;50.00000;8344.26980;1.28210;38975133.85000;53.67700;False
39;5;22;17;Cl; -nn;-29800.21800;1.73200;8494.40320;0.04440;38968008.15100;1.85900;False
39;3;21;18;Ar;   +;-33242.19500;5.00000;8562.59880;0.12820;38964313.03700;5.36700;False
39;1;20;19;K;    ;-33807.19535;0.00456;8557.02580;0.00030;38963706.48482;0.00489;False
39;-1;19;20;Ca;    ;-27282.70700;0.59600;8369.67110;0.01530;38970710.81100;0.64000;False
39;-3;18;21;Sc;2n-p;-14172.72600;24.00000;8013.45750;0.61540;38984784.95300;25.76500;False
39;-5;17;22;Ti;   x;2500.00000;200.00000;7566.00000;5.00000;39002684.00000;215.00000;True
39;-7;16;23;V;   x;22570.00000;400.00000;7031.00000;10.00000;39024230.00000;429.00000;True
40;16;28;12;Mg;   x;49550.00000;500.00000;6598.00000;13.00000;40053194.00000;537.00000;True
40;14;27;13;Al;   x;28820.00000;300.00000;7097.00000;7.00000;40030940.00000;322.00000;True
40;12;26;14;Si;   x;5666.87600;121.99100;7655.82470;3.04980;40006083.64100;130.96200;False
40;10;25;15;P;   x;-8139.18900;83.60700;7981.41770;2.09020;39991262.22100;89.75500;False
40;8;24;16;S;    ;-22837.85000;3.98200;8329.32550;0.09960;39975482.56100;4.27400;False
40;6;23;17;Cl;   +;-27557.81800;32.06600;8427.76600;0.80160;39970415.46600;34.42300;False
40;4;22;18;Ar;    ;-35039.89997;0.00218;8595.25940;0.00020;39962383.12204;0.00234;False
40;2;21;19;K;    ;-33535.49700;0.05600;8538.09070;0.00140;39963998.16500;0.06000;False
40;0;20;20;Ca;    ;-34846.40200;0.02000;8551.30460;0.00060;39962590.85000;0.02200;False
40;-2;19;21;Sc;   -;-20523.35300;2.82800;8173.66970;0.07070;39977967.27500;3.03600;False
40;-4;18;22;Ti;    ;-8993.43900;68.24400;7865.86320;1.70610;39990345.14600;73.26200;False
40;-6;17;23;V;   x;12470.00000;300.00000;7310.00000;7.00000;40013387.00000;322.00000;True
41;17;29;12;Mg;   x;58100.00000;500.00000;6425.00000;12.00000;41062373.00000;537.00000;True
41;15;28;13;Al;   x;34590.00000;400.00000;6980.00000;10.00000;41037134.00000;429.00000;True
41;13;27;14;Si;   x;13200.00000;300.00000;7482.00000;7.00000;41014171.00000;322.00000;True
41;11;26;15;P;   x;-4979.76700;120.16300;7906.55130;2.93080;40994654.00000;129.00000;False
41;9;25;16;S;   x;-19008.58000;4.09900;8229.63580;0.10000;40979593.45100;4.40000;False
41;7;24;17;Cl;   x;-27307.19200;68.72300;8412.95930;1.67620;40970684.52500;73.77700;False
41;5;23;18;Ar;  -n;-33067.51000;0.34700;8534.37330;0.00850;40964500.57000;0.37200;False
41;3;22;19;K;    ;-35559.54880;0.00376;8576.07310;0.00030;40961825.25611;0.00403;False
41;1;21;20;Ca;    ;-35137.90800;0.13800;8546.70750;0.00340;40962277.90500;0.14700;False
41;-1;20;21;Sc;    ;-28642.36000;0.07700;8369.19790;0.00190;40969251.16300;0.08300;False
41;-3;19;22;Ti;   x;-15697.53900;27.94500;8034.38890;0.68160;40983148.00000;30.00000;False
41;-5;18;23;V;   x;310.00000;200.00000;7625.00000;5.00000;41000333.00000;215.00000;True
41;-7;17;24;Cr;   x;20410.00000;400.00000;7116.00000;10.00000;41021911.00000;429.00000;True
42;16;29;13;Al;   x;41990.00000;500.00000;6829.00000;12.00000;42045078.00000;537.00000;True
42;14;28;14;Si;   x;16840.00000;300.00000;7410.00000;7.00000;42018078.00000;322.00000;True
42;12;27;15;P;   x;1091.84200;95.00900;7765.91220;2.26210;42001172.14000;101.99600;False
42;10;26;16;S;   x;-17637.74800;2.79400;8193.22750;0.06650;41981065.10000;3.00000;False
42;8;25;17;Cl;   x;-24831.77000;59.61600;8345.88640;1.41940;41973342.00000;64.00000;False
42;6;24;18;Ar;   x;-34422.67800;5.77500;8555.61410;0.13750;41963045.73700;6.20000;False
42;4;23;19;K;  -n;-35022.03100;0.10600;8551.25710;0.00250;41962402.30500;0.11300;False
42;2;22;20;Ca;    ;-38547.29300;0.14800;8616.56460;0.00350;41958617.78000;0.15900;False
42;0;21;21;Sc;    ;-32121.00300;0.15400;8444.93030;0.00370;41965516.68600;0.16500;False
42;-2;20;22;Ti;    ;-25104.35300;0.26900;8259.24000;0.00640;41973049.36900;0.28900;False
42;-4;19;23;V;   x;-7620.00000;196.00000;7824.00000;5.00000;41991820.00000;210.00000;True
42;-6;18;24;Cr;   x;7060.00000;300.00000;7456.00000;7.00000;42007579.00000;322.00000;True
43;17;30;13;Al;   x;48270.00000;600.00000;6712.00000;14.00000;43051820.00000;644.00000;True
43;15;29;14;Si;   x;24330.00000;400.00000;7251.00000;9.00000;43026119.00000;429.00000;True
43;13;28;15;P;   x;5040.00000;300.00000;7681.00000;7.00000;43005411.00000;322.00000;True
43;11;27;16;S;   x;-12195.46100;4.97000;8063.82760;0.11560;42986907.63500;5.33500;False
43;9;26;17;Cl;   x;-24159.51000;61.85900;8323.86720;1.43860;42974063.70000;66.40700;False
43;7;25;18;Ar;   x;-32009.81100;5.31000;8488.23820;0.12350;42965636.05600;5.70000;False
43;5;24;19;K; -4n;-36575.39400;0.41000;8576.22040;0.00950;42960734.70100;0.44000;False
43;3;23;20;Ca;    ;-38408.87300;0.22700;8600.66530;0.00530;42958766.38100;0.24400;False
43;1;22;21;Sc;  -p;-36188.15000;1.86300;8530.82650;0.04330;42961150.42500;1.99900;False
43;-1;21;22;Ti;    ;-29315.59100;5.71900;8352.80540;0.13300;42968528.42000;6.13900;False
43;-3;20;23;V;   x;-17916.35800;42.84900;8069.51290;0.99650;42980766.00000;46.00000;False
43;-5;19;24;Cr;   x;-1970.00000;200.00000;7680.00000;5.00000;42997885.00000;215.00000;True
43;-7;18;25;Mn;   x;17370.00000;400.00000;7213.00000;9.00000;43018647.00000;429.00000;True
44;16;30;14;Si;   x;29310.00000;500.00000;7156.00000;11.00000;44031466.00000;537.00000;True
44;14;29;15;P;   x;11110.00000;400.00000;7552.00000;9.00000;44011927.00000;429.00000;True
44;12;28;16;S;   x;-9204.23600;5.21600;7996.01540;0.11860;43990118.84600;5.60000;False
44;10;27;17;Cl;   x;-20478.97300;85.56600;8234.47880;1.94470;43978014.91800;91.85900;False
44;8;26;18;Ar;   x;-32673.26000;1.58400;8493.84110;0.03600;43964923.81400;1.70000;False
44;6;25;19;K;   x;-35781.49800;0.41900;8546.70230;0.00950;43961586.98400;0.45000;False
44;4;24;20;Ca;    ;-41468.73000;0.32500;8658.17690;0.00740;43955481.48900;0.34800;False
44;2;23;21;Sc;  -p;-37816.03500;1.75600;8557.38050;0.03990;43959402.81800;1.88400;False
44;0;22;22;Ti;  -a;-37548.58600;0.70000;8533.52150;0.01590;43959689.93600;0.75100;False
44;-2;21;23;V;    ;-23808.07900;7.26500;8203.45670;0.16510;43974440.97700;7.79900;False
44;-4;20;24;Cr;   x;-13421.89900;51.23200;7949.62650;1.16440;43985591.00000;55.00000;False
44;-6;19;25;Mn;   x;7460.00000;300.00000;7457.00000;7.00000;44008009.00000;322.00000;True
45;17;31;14;Si;   x;37090.00000;600.00000;7004.00000;13.00000;45039818.00000;644.00000;True
45;15;30;15;P;   x;15960.00000;500.00000;7456.00000;11.00000;45017134.00000;537.00000;True
45;13;29;16;S;   x;-3340.00000;300.00000;7867.00000;7.00000;44996414.00000;322.00000;True
45;11;28;17;Cl;   x;-18262.54400;136.16300;8181.59910;3.02590;44980394.35300;146.17700;False
45;9;27;18;Ar;   x;-29770.80100;0.51200;8419.95260;0.01140;44968039.73100;0.55000;False
45;7;26;19;K;   x;-36615.64300;0.52200;8554.67470;0.01160;44960691.49100;0.56000;False
45;5;25;20;Ca;    ;-40812.23000;0.36500;8630.54670;0.00810;44956186.27000;0.39200;False
45;3;24;21;Sc;    ;-41072.32100;0.66300;8618.94100;0.01470;44955907.05100;0.71200;False
45;1;23;22;Ti;    ;-39010.26600;0.83600;8555.73210;0.01860;44958120.75800;0.89700;False
45;-1;22;23;V;    ;-31886.44100;0.86300;8380.03940;0.01920;44965768.49800;0.92600;False
45;-3;21;24;Cr;   x;-19514.80100;35.39700;8087.72860;0.78660;44979050.00000;38.00000;False
45;-5;20;25;Mn;   x;-4980.00000;300.00000;7747.00000;7.00000;44994654.00000;322.00000;True
45;-7;19;26;Fe; -pp;14408.00000;283.00000;7299.00000;6.00000;45015467.00000;304.00000;True
46;16;31;15;P;   x;22840.00000;500.00000;7320.00000;11.00000;46024520.00000;537.00000;True
46;14;30;16;S;   x;640.00000;400.00000;7785.00000;9.00000;46000687.00000;429.00000;True
46;12;29;17;Cl;   x;-13734.94900;97.24900;8080.77570;2.11410;45985254.92600;104.40000;False
46;10;28;18;Ar;   x;-29771.25500;2.32900;8412.38350;0.05060;45968039.24400;2.50000;False
46;8;27;19;K;   x;-35413.92900;0.72700;8518.04280;0.01580;45961981.58400;0.78000;False
46;6;26;20;Ca;    ;-43139.61000;2.23400;8668.98480;0.04860;45953687.72600;2.39800;False
46;4;25;21;Sc;  -n;-41761.64300;0.67100;8622.02150;0.01460;45955167.03400;0.72000;False
46;2;24;22;Ti;    ;-44128.26900;0.09000;8656.46230;0.00200;45952626.35600;0.09700;False
46;0;23;23;V;    ;-37075.89700;0.13400;8486.14230;0.00290;45960197.38900;0.14300;False
46;-2;22;24;Cr;    ;-29471.57000;11.45300;8303.82330;0.24900;45968360.96900;12.29500;False
46;-4;21;25;Mn;   x;-12417.74800;86.62900;7916.08050;1.88320;45986669.00000;93.00000;False
46;-6;20;26;Fe;   x;1210.00000;300.00000;7603.00000;7.00000;46001299.00000;322.00000;True
47;17;32;15;P;   x;28810.00000;600.00000;7209.00000;13.00000;47030929.00000;644.00000;True
47;15;31;16;S;   x;7200.00000;400.00000;7652.00000;9.00000;47007730.00000;429.00000;True
47;13;30;17;Cl;   x;-9580.00000;200.00000;7992.00000;4.00000;46989715.00000;215.00000;True
47;11;29;18;Ar;   x;-25367.27400;1.21100;8311.42500;0.02580;46972767.11200;1.30000;False
47;9;28;19;K;   x;-35711.98200;1.39700;8514.87950;0.02970;46961661.61200;1.50000;False
47;7;27;20;Ca;    ;-42344.66500;2.22100;8639.35480;0.04730;46954541.13400;2.38400;False
47;5;26;21;Sc;    ;-44336.84200;1.93100;8665.09580;0.04110;46952402.44400;2.07200;False
47;3;25;22;Ti;    ;-44937.61200;0.08000;8661.23250;0.00170;46951757.49100;0.08500;False
47;1;24;23;V;    ;-42007.07000;0.11000;8582.23480;0.00240;46954903.55800;0.11800;False
47;-1;23;24;Cr;    ;-34563.09300;5.19700;8407.20670;0.11060;46962894.99500;5.57800;False
47;-3;22;25;Mn;   x;-22566.37600;31.67100;8135.31170;0.67380;46975774.00000;34.00000;False
47;-5;21;26;Fe;   x;-7130.00000;500.00000;7790.00000;11.00000;46992346.00000;537.00000;True
47;-7;20;27;Co;   x;10620.00000;600.00000;7396.00000;13.00000;47011401.00000;644.00000;True
48;16;32;16;S;   x;12390.00000;500.00000;7552.00000;10.00000;48013301.00000;537.00000;True
48;14;31;17;Cl;   x;-4280.00000;500.00000;7883.00000;10.00000;47995405.00000;537.00000;True
48;12;30;18;Ar;   x;-22354.92700;16.76700;8243.66560;0.34930;47976001.00000;18.00000;False
48;10;29;19;K;   x;-32284.48200;0.77300;8434.23240;0.01610;47965341.18400;0.83000;False
48;8;28;20;Ca;    ;-44224.86800;0.01800;8666.69160;0.00040;47952522.65400;0.01800;False
48;6;27;21;Sc;    ;-44504.08300;4.95000;8656.20970;0.10310;47952222.90300;5.31300;False
48;4;26;22;Ti;    ;-48492.95200;0.07400;8723.01220;0.00160;47947940.67700;0.07900;False
48;2;25;23;V;    ;-44478.00500;0.97200;8623.06860;0.02020;47952250.90000;1.04300;False
48;0;24;24;Cr; +nn;-42821.31300;7.31100;8572.25530;0.15230;47954029.43100;7.84800;False
48;-2;23;25;Mn;    ;-29296.64400;6.69900;8274.19240;0.13960;47968548.76000;7.19100;False
48;-4;22;26;Fe;   x;-18008.57500;92.21800;8022.72540;1.92120;47980667.00000;99.00000;False
48;-6;21;27;Co;   x;1730.00000;500.00000;7595.00000;10.00000;48001857.00000;537.00000;True
48;-8;20;28;Ni; -pp;18178.00000;424.00000;7236.00000;9.00000;48019515.00000;455.00000;True
49;17;33;16;S;  -n;20391.00000;583.00000;7400.00000;12.00000;49021891.00000;626.00000;True
49;15;32;17;Cl;   x;740.00000;400.00000;7785.00000;8.00000;49000794.00000;429.00000;True
49;13;31;18;Ar;   x;-17060.00000;400.00000;8132.00000;8.00000;48981685.00000;429.00000;True
49;11;30;19;K;   x;-29611.49600;0.80100;8372.27530;0.01640;48968210.75300;0.86000;False
49;9;29;20;Ca;  -n;-41300.00300;0.17800;8594.85000;0.00360;48955662.62500;0.19000;False
49;7;28;21;Sc;    ;-46562.44700;2.26800;8686.28050;0.04630;48950013.15900;2.43400;False
49;5;27;22;Ti;    ;-48564.01200;0.07800;8711.16250;0.00160;48947864.39100;0.08400;False
49;3;26;23;V;   -;-47962.15700;0.82400;8682.91350;0.01680;48948510.50900;0.88400;False
49;1;25;24;Cr;    ;-45332.35200;2.20200;8613.27770;0.04490;48951333.72000;2.36300;False
49;-1;24;25;Mn;    ;-37619.92500;2.21400;8439.91500;0.04520;48959613.35000;2.37700;False
49;-3;23;26;Fe;   x;-24750.73000;24.21900;8161.31210;0.49430;48973429.00000;26.00000;False
49;-5;22;27;Co;   x;-9780.00000;500.00000;7840.00000;10.00000;48989501.00000;537.00000;True
49;-7;21;28;Ni;   x;8530.00000;600.00000;7450.00000;12.00000;49009157.00000;644.00000;True
50;16;33;17;Cl;   x;7700.00000;400.00000;7651.00000;8.00000;50008266.00000;429.00000;True
50;14;32;18;Ar;   x;-13230.00000;500.00000;8054.00000;10.00000;49985797.00000;537.00000;True
50;12;31;19;K;   x;-25727.85300;7.73100;8288.58330;0.15460;49972380.01500;8.30000;False
50;10;30;20;Ca;   x;-39589.23000;1.58400;8550.16390;0.03170;49957499.21500;1.70000;False
50;8;29;21;Sc;    ;-44537.12000;2.51500;8633.47470;0.05030;49952187.43700;2.70000;False
50;6;28;22;Ti;    ;-51431.86700;0.08200;8755.72270;0.00170;49944785.62200;0.08800;False
50;4;27;23;V;    ;-49223.24000;0.09300;8695.90320;0.00190;49947156.68100;0.09900;False
50;2;26;24;Cr;    ;-50261.36400;0.09400;8701.01880;0.00190;49946042.20900;0.10000;False
50;0;25;25;Mn;    ;-42626.88600;0.11500;8532.68230;0.00230;49954238.15700;0.12300;False
50;-2;24;26;Fe;   x;-34476.46000;8.38300;8354.02680;0.16770;49962988.00000;9.00000;False
50;-4;23;27;Co;   x;-17589.40300;125.75200;8000.63870;2.51500;49981117.00000;135.00000;False
50;-6;22;28;Ni;   x;-3460.00000;500.00000;7702.00000;10.00000;49996286.00000;537.00000;True
51;17;34;17;Cl;   x;14290.00000;700.00000;7530.00000;14.00000;51015341.00000;751.00000;True
51;15;33;18;Ar;   x;-6490.00000;400.00000;7922.00000;8.00000;50993033.00000;429.00000;True
51;13;32;19;K;   x;-22515.45700;13.04100;8221.33500;0.25570;50975828.66400;14.00000;False
51;11;31;20;Ca;   x;-36332.31000;0.52200;8476.91350;0.01020;50960995.66300;0.56000;False
51;9;30;21;Sc;    ;-43250.35300;2.51500;8597.22130;0.04930;50953568.83800;2.70000;False
51;7;29;22;Ti;    ;-49732.96500;0.48400;8708.99120;0.00950;50946609.46800;0.51900;False
51;5;28;23;V;    ;-52203.10500;0.09700;8742.08520;0.00190;50943957.66400;0.10400;False
51;3;27;24;Cr;    ;-51450.71500;0.16700;8711.99230;0.00330;50944765.38800;0.17800;False
51;1;26;25;Mn;    ;-48243.22500;0.30400;8633.76020;0.00600;50948208.77000;0.32600;False
51;-1;25;26;Fe;   x;-40189.18500;1.39800;8460.49770;0.02740;50956855.13700;1.50100;False
51;-3;24;27;Co;   x;-27342.14600;48.43800;8193.25490;0.94980;50970647.00000;52.00000;False
51;-5;23;28;Ni;   x;-11650.00000;500.00000;7870.00000;10.00000;50987493.00000;537.00000;True
52;18;35;17;Cl;   x;22360.00000;700.00000;7386.00000;13.00000;52024004.00000;751.00000;True
52;16;34;18;Ar;   x;-1380.00000;600.00000;7827.00000;12.00000;51998519.00000;644.00000;True
52;14;33;19;K;   x;-17137.62800;33.53400;8115.03030;0.64490;51981602.00000;36.00000;False
52;12;32;20;Ca;   x;-34266.27200;0.67100;8429.38210;0.01290;51963213.64600;0.72000;False
52;10;31;21;Sc;    ;-40523.56000;3.07400;8534.66950;0.05910;51956496.17000;3.30000;False
52;8;30;22;Ti;    ;-49477.69800;2.74700;8691.81930;0.05280;51946883.50900;2.94800;False
52;6;29;23;V;  -n;-51443.03200;0.15900;8714.56900;0.00310;51944773.63600;0.17000;False
52;4;28;24;Cr;    ;-55419.50800;0.11200;8775.99460;0.00220;51940504.71400;0.12000;False
52;2;27;25;Mn;   -;-50711.38700;0.12900;8670.40870;0.00250;51945559.09000;0.13800;False
52;0;26;26;Fe;  --;-48332.09500;0.17900;8609.60790;0.00350;51948113.36400;0.19200;False
52;-2;25;27;Co;    ;-34343.97900;5.28200;8325.56060;0.10160;51963130.22400;5.66900;False
52;-4;24;28;Ni;   x;-22559.85600;82.90300;8083.89770;1.59430;51975781.00000;89.00000;False
52;-6;23;29;Cu;   x;-1880.00000;600.00000;7671.00000;12.00000;51997982.00000;644.00000;True
53;17;35;18;Ar;   x;6791.00000;699.00000;7677.00000;13.00000;53007290.00000;750.00000;True
53;15;34;19;K;   x;-12295.72200;111.77900;8022.84880;2.10900;52986800.00000;120.00000;False
53;13;33;20;Ca;   x;-29387.70700;43.78000;8330.57780;0.82600;52968451.00000;47.00000;False
53;11;32;21;Sc;    ;-38769.55500;17.69800;8492.83250;0.33390;52958379.17300;19.00000;False
53;9;31;22;Ti;   x;-46881.43300;2.88800;8631.12560;0.05450;52949670.71400;3.10000;False
53;7;30;23;V;  +p;-51851.67500;3.10300;8710.14250;0.05850;52944334.94000;3.33100;False
53;5;29;24;Cr;    ;-55287.61800;0.11600;8760.21030;0.00220;52940646.30400;0.12400;False
53;3;28;25;Mn;    ;-54690.35000;0.34600;8734.17980;0.00650;52941287.49700;0.37100;False
53;1;27;26;Fe;    ;-50947.48300;1.66900;8648.79850;0.03150;52945305.62900;1.79200;False
53;-1;26;27;Co;    ;-42659.37600;1.72700;8477.65780;0.03260;52954203.27800;1.85400;False
53;-3;25;28;Ni;   x;-29630.82700;25.15000;8217.07490;0.47450;52968190.00000;27.00000;False
53;-5;24;29;Cu;   x;-13140.00000;500.00000;7891.00000;9.00000;52985894.00000;537.00000;True
54;18;36;18;Ar;   x;12560.00000;800.00000;7578.00000;15.00000;54013484.00000;859.00000;True
54;16;35;19;K;   x;-5150.00000;400.00000;7891.00000;7.00000;53994471.00000;429.00000;True
54;14;34;20;Ca;   x;-25160.58700;48.43800;8247.49670;0.89700;53972989.00000;52.00000;False
54;12;33;21;Sc;   x;-34437.93400;13.97300;8404.81150;0.25880;53963029.35900;15.00000;False
54;10;32;22;Ti;   x;-45743.81200;15.83500;8599.69170;0.29320;53950892.00000;17.00000;False
54;8;31;23;V;    ;-49898.26700;11.18000;8662.13820;0.20700;53946432.00900;12.00100;False
54;6;30;24;Cr;    ;-56935.37900;0.13200;8777.96720;0.00250;53938877.35900;0.14200;False
54;4;29;25;Mn;  -p;-55558.24700;1.00700;8737.97680;0.01860;53940355.77200;1.08000;False
54;2;28;26;Fe;    ;-56254.61500;0.34300;8736.38460;0.00640;53939608.18900;0.36800;False
54;0;27;27;Co;    ;-48010.06800;0.35500;8569.21990;0.00660;53948459.07500;0.38000;False
54;-2;26;28;Ni;   x;-39278.31200;4.65700;8393.03280;0.08620;53957833.00000;5.00000;False
54;-4;25;29;Cu;   x;-21240.00000;400.00000;8045.00000;7.00000;53977198.00000;429.00000;True
54;-6;24;30;Zn; -pp;-5702.00000;217.00000;7742.00000;4.00000;53993879.00000;232.00000;True
55;17;36;19;K;   x;470.00000;500.00000;7792.00000;9.00000;55000505.00000;537.00000;True
55;15;35;20;Ca;   x;-18650.37500;160.21700;8125.92600;2.91300;54979978.00000;172.00000;False
55;13;34;21;Sc;   x;-30842.10800;62.41100;8333.36940;1.13470;54966889.63700;67.00000;False
55;11;33;22;Ti;   x;-41832.46900;28.87600;8518.96960;0.52500;54955091.00000;31.00000;False
55;9;32;23;V;   x;-49125.13600;27.01300;8637.33910;0.49120;54947262.00000;29.00000;False
55;7;31;24;Cr;  -n;-55110.32400;0.22800;8731.93620;0.00420;54940836.63700;0.24500;False
55;5;30;25;Mn;    ;-57712.54200;0.26000;8765.02470;0.00470;54938043.04000;0.27900;False
55;3;29;26;Fe;    ;-57481.42200;0.30800;8746.59810;0.00560;54938291.15800;0.33000;False
55;1;28;27;Co;    ;-54029.99600;0.40500;8669.62040;0.00740;54941996.41600;0.43400;False
55;-1;27;28;Ni;   -;-45335.96100;0.70500;8497.32250;0.01280;54951329.84600;0.75700;False
55;-3;26;29;Cu;   x;-31635.40300;155.56000;8233.99700;2.82840;54966038.00000;167.00000;False
